file,Year,State,Bene_Geo_Cd,Bene_Age_Lvl,Bene_Demo_Lvl,Bene_Demo_Desc,Bene_Cond,Prvlnc,Tot_Mdcr_Stdzd_Pymt_PC,Tot_Mdcr_Pymt_PC,Hosp_Readmsn_Rate,ER_Visits_Per_1000_Benes
2010-12-31.csv,2010,Illinois,17,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Illinois,17,All,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Illinois,17,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Illinois,17,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0044,,,,
2010-12-31.csv,2010,Illinois,17,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0015,,,,
2010-12-31.csv,2010,Illinois,17,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Illinois,17,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0069,,,,
2010-12-31.csv,2010,Illinois,17,All,Race,non-Hispanic White,Autism Spectrum Disorders,9.00E-04,,,,
2010-12-31.csv,2010,Indiana,18,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Indiana,18,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Indiana,18,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Indiana,18,65+,Race,Hispanic,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Indiana,18,<65,Race,Hispanic,Autism Spectrum Disorders,0.0063,,,,
2010-12-31.csv,2010,Indiana,18,All,Race,Hispanic,Autism Spectrum Disorders,0.0018,,,,
2010-12-31.csv,2010,Indiana,18,65+,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Indiana,18,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Indiana,18,All,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Indiana,18,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Indiana,18,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Indiana,18,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0017,,,,
2010-12-31.csv,2010,Indiana,18,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Indiana,18,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.007,,,,
2010-12-31.csv,2010,Indiana,18,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.0012,,,,
2010-12-31.csv,2010,Iowa,19,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Iowa,19,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Iowa,19,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Iowa,19,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Iowa,19,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Iowa,19,All,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Iowa,19,65+,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Iowa,19,<65,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Iowa,19,All,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Iowa,19,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Iowa,19,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0083,,,,
2010-12-31.csv,2010,Iowa,19,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0041,,,,
2010-12-31.csv,2010,Iowa,19,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Iowa,19,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0094,,,,
2010-12-31.csv,2010,Iowa,19,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.0013,,,,
2010-12-31.csv,2010,Kansas,20,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kansas,20,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kansas,20,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kansas,20,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kansas,20,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kansas,20,All,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kansas,20,65+,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kansas,20,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kansas,20,All,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kansas,20,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Kansas,20,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0044,,,,
2010-12-31.csv,2010,Kansas,20,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0017,,,,
2010-12-31.csv,2010,Kansas,20,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Kansas,20,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0096,,,,
2010-12-31.csv,2010,Kansas,20,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.0014,,,,
2010-12-31.csv,2010,Kentucky,21,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kentucky,21,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kentucky,21,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kentucky,21,65+,Race,Hispanic,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Kentucky,21,<65,Race,Hispanic,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Kentucky,21,All,Race,Hispanic,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Kentucky,21,65+,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Kentucky,21,<65,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Kentucky,21,All,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Kentucky,21,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kentucky,21,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Kentucky,21,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0011,,,,
2010-12-31.csv,2010,Kentucky,21,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Kentucky,21,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0024,,,,
2010-12-31.csv,2010,Kentucky,21,All,Race,non-Hispanic White,Autism Spectrum Disorders,6.00E-04,,,,
2010-12-31.csv,2010,Louisiana,22,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Louisiana,22,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Louisiana,22,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Louisiana,22,65+,Race,Hispanic,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Louisiana,22,<65,Race,Hispanic,Autism Spectrum Disorders,0.0067,,,,
2010-12-31.csv,2010,Louisiana,22,All,Race,Hispanic,Autism Spectrum Disorders,0.0016,,,,
2010-12-31.csv,2010,Louisiana,22,65+,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Louisiana,22,<65,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Louisiana,22,All,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Louisiana,22,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Louisiana,22,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Louisiana,22,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.001,,,,
2010-12-31.csv,2010,Louisiana,22,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Louisiana,22,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0039,,,,
2010-12-31.csv,2010,Louisiana,22,All,Race,non-Hispanic White,Autism Spectrum Disorders,8.00E-04,,,,
2010-12-31.csv,2010,Maine,23,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,All,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,65+,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,All,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,All,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maine,23,65+,Race,non-Hispanic White,Autism Spectrum Disorders,2.00E-04,,,,
2010-12-31.csv,2010,Maine,23,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.007,,,,
2010-12-31.csv,2010,Maine,23,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.0017,,,,
2010-12-31.csv,2010,Maryland,24,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maryland,24,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maryland,24,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,9.00E-04,,,,
2010-12-31.csv,2010,Maryland,24,65+,Race,Hispanic,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Maryland,24,<65,Race,Hispanic,Autism Spectrum Disorders,0.006,,,,
2010-12-31.csv,2010,Maryland,24,All,Race,Hispanic,Autism Spectrum Disorders,0.001,,,,
2010-12-31.csv,2010,Maryland,24,65+,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Maryland,24,<65,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Maryland,24,All,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Maryland,24,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maryland,24,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Maryland,24,All,Race,non-Hispanic Black,Autism Spectrum Disorders,9.00E-04,,,,
2010-12-31.csv,2010,Maryland,24,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Maryland,24,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0076,,,,
2010-12-31.csv,2010,Maryland,24,All,Race,non-Hispanic White,Autism Spectrum Disorders,9.00E-04,,,,
2010-12-31.csv,2010,Massachusetts,25,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Massachusetts,25,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,0.0092,,,,
2010-12-31.csv,2010,Massachusetts,25,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,0.0017,,,,
2010-12-31.csv,2010,Massachusetts,25,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Massachusetts,25,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Massachusetts,25,All,Race,Hispanic,Autism Spectrum Disorders,0.0016,,,,
2010-12-31.csv,2010,Massachusetts,25,65+,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Massachusetts,25,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Massachusetts,25,All,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Massachusetts,25,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Massachusetts,25,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Massachusetts,25,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0017,,,,
2010-12-31.csv,2010,Massachusetts,25,65+,Race,non-Hispanic White,Autism Spectrum Disorders,2.00E-04,,,,
2010-12-31.csv,2010,Massachusetts,25,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0102,,,,
2010-12-31.csv,2010,Massachusetts,25,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.0019,,,,
2010-12-31.csv,2010,Michigan,26,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Michigan,26,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,0.0069,,,,
2010-12-31.csv,2010,Michigan,26,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,0.001,,,,
2010-12-31.csv,2010,Michigan,26,65+,Race,Hispanic,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Michigan,26,<65,Race,Hispanic,Autism Spectrum Disorders,0.0029,,,,
2010-12-31.csv,2010,Michigan,26,All,Race,Hispanic,Autism Spectrum Disorders,9.00E-04,,,,
2010-12-31.csv,2010,Michigan,26,65+,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Michigan,26,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Michigan,26,All,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Michigan,26,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Michigan,26,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Michigan,26,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0014,,,,
2010-12-31.csv,2010,Michigan,26,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Michigan,26,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0061,,,,
2010-12-31.csv,2010,Michigan,26,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.0011,,,,
2010-12-31.csv,2010,Minnesota,27,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Minnesota,27,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Minnesota,27,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,0.0058,,,,
2010-12-31.csv,2010,Minnesota,27,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Minnesota,27,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Minnesota,27,All,Race,Hispanic,Autism Spectrum Disorders,0.0037,,,,
2010-12-31.csv,2010,Minnesota,27,65+,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Minnesota,27,<65,Race,Native American,Autism Spectrum Disorders,0.0074,,,,
2010-12-31.csv,2010,Minnesota,27,All,Race,Native American,Autism Spectrum Disorders,0.0036,,,,
2010-12-31.csv,2010,Minnesota,27,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Minnesota,27,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0052,,,,
2010-12-31.csv,2010,Minnesota,27,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0036,,,,
2010-12-31.csv,2010,Minnesota,27,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Minnesota,27,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0136,,,,
2010-12-31.csv,2010,Minnesota,27,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.0025,,,,
2010-12-31.csv,2010,Mississippi,28,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Mississippi,28,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Mississippi,28,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Mississippi,28,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Mississippi,28,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Mississippi,28,All,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Mississippi,28,65+,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Mississippi,28,<65,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Mississippi,28,All,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Mississippi,28,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Mississippi,28,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Mississippi,28,All,Race,non-Hispanic Black,Autism Spectrum Disorders,5.00E-04,,,,
2010-12-31.csv,2010,Mississippi,28,65+,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Mississippi,28,<65,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Mississippi,28,All,Race,non-Hispanic White,Autism Spectrum Disorders,3.00E-04,,,,
2010-12-31.csv,2010,Missouri,29,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Missouri,29,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Missouri,29,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Missouri,29,65+,Race,Hispanic,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Missouri,29,<65,Race,Hispanic,Autism Spectrum Disorders,0.0075,,,,
2010-12-31.csv,2010,Missouri,29,All,Race,Hispanic,Autism Spectrum Disorders,0.0024,,,,
2010-12-31.csv,2010,Missouri,29,65+,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Missouri,29,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Missouri,29,All,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Missouri,29,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Missouri,29,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Missouri,29,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.002,,,,
2010-12-31.csv,2010,Missouri,29,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Missouri,29,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0064,,,,
2010-12-31.csv,2010,Missouri,29,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.0012,,,,
2010-12-31.csv,2010,Montana,30,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,All,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,65+,Race,Native American,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Montana,30,<65,Race,Native American,Autism Spectrum Disorders,0.0062,,,,
2010-12-31.csv,2010,Montana,30,All,Race,Native American,Autism Spectrum Disorders,0.0022,,,,
2010-12-31.csv,2010,Montana,30,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,All,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,65+,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,<65,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Montana,30,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.001,,,,
2010-12-31.csv,2010,Nebraska,31,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,All,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,65+,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,All,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nebraska,31,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0019,,,,
2010-12-31.csv,2010,Nebraska,31,65+,Race,non-Hispanic White,Autism Spectrum Disorders,1.00E-04,,,,
2010-12-31.csv,2010,Nebraska,31,<65,Race,non-Hispanic White,Autism Spectrum Disorders,0.0075,,,,
2010-12-31.csv,2010,Nebraska,31,All,Race,non-Hispanic White,Autism Spectrum Disorders,9.00E-04,,,,
2010-12-31.csv,2010,Nevada,32,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nevada,32,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nevada,32,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nevada,32,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nevada,32,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nevada,32,All,Race,Hispanic,Autism Spectrum Disorders,9.00E-04,,,,
2010-12-31.csv,2010,Nevada,32,65+,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nevada,32,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nevada,32,All,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nevada,32,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,Nevada,32,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0025,,,,
2010-12-31.csv,2010,Nevada,32,All,Race,non-Hispanic Black,Autism Spectrum Disorders,9.00E-04,,,,
2010-12-31.csv,2010,Nevada,32,65+,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nevada,32,<65,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,Nevada,32,All,Race,non-Hispanic White,Autism Spectrum Disorders,5.00E-04,,,,
2010-12-31.csv,2010,New Hampshire,33,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,New Hampshire,33,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,New Hampshire,33,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,New Hampshire,33,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,All,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,65+,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,All,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,All,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,65+,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,<65,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Hampshire,33,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.0011,,,,
2010-12-31.csv,2010,New Jersey,34,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,0,,,,
2010-12-31.csv,2010,New Jersey,34,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,0.0087,,,,
2010-12-31.csv,2010,New Jersey,34,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,9.00E-04,,,,
2010-12-31.csv,2010,New Jersey,34,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Jersey,34,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Jersey,34,All,Race,Hispanic,Autism Spectrum Disorders,0.0014,,,,
2010-12-31.csv,2010,New Jersey,34,65+,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Jersey,34,<65,Race,Native American,Autism Spectrum Disorders,,,,,
2010-12-31.csv,2010,New Jersey,34,All,Race,Native American,Autism Spectrum Disorders,,,,,
